AC_NUM, ACID, TRACK_CNT, ST_TIME, END_TIME, ORIG_ST_TIME, ORIG_END_TIME, MAX_X, MIN_X, MAX_Y, MIN_Y, MAX_Z, MIN_Z, AC_EQUIP, AC_TYPE, DEST_FIX, FLIGHT_TYPE, ORIGIN_FIX, GAP_VALUE, MAX_X_SMO, MIN_X_SMO, MAX_Y_SMO, MIN_Y_SMO, MAX_Z_SMO, MIN_Z_SMO, TOD_TIME, TOC_TIME, TOC_ALT, END_CENTER, START_CENTER, END_CENTER_TIME, START_CENTER_TIME, LOW_Z, HIGH_Z, LOW_TIME, HIGH_TIME, BETWEEN_TIME, AVG_CLIMB, LOW_GROUND_SPEED_SMO, HIGH_GROUND_SPEED_SMO
3508,LRN1012_163,332,51250,54560,51243,54567,264.131,86.908,516.392,491.417,16100,3807, I,DH8A, CRW, DEP, DCA,0,263.894,87.718,516.28,491.625,16100,3938,54520,52310,16069, n/a, ZDC,54060,51800,3807,8000,51250,51500,250,0.04,138,148
3509,LRN1014_608,507,43980,49040,43977,49041,361.584,124.348,581.277,427.9,17100,207, I,DH8A, PHL, DEP, ROA,0,361.352,124.622,581.035,427.902,17100,314,46150,44830,17000, n/a, ZDC,47310,44030,2875,17000,43980,44810,830,0.09156626506024096,136,212
3510,LRN1018_796,131,75010,76310,75007,76314,348.875,338.1,577.776,499.533,6000,2650, I,DH8A, SBY, ARR, PHL,0,348.801,338.112,577.405,500.264,6000,2840,75920,75210,6000, n/a, n/a,0,0,2650,6000,75010,75190,180,0.2388888888888889,138,181
3513,LRN1027_743,166,37900,39550,37891,39559,159.65,98.325,426.426,338.25,12000,4325, I,DH8C, CLT, DEP, LYH,0,159.497,98.658,426.146,338.49,12000,4497,39040,38250,12000, n/a, ZDC,38360,37910,4325,12000,37900,38220,320,0.121875,148,187
3515,LRN1032_449,420,72490,76680,72481,76688,205.375,76.349,491.2,307.1,9100,600, I,DH8A, CHO, ARR, CLT,0,205.043,76.685,491.089,307.285,9100,657,75630,72970,9000, n/a, ZDC,74540,73920,2975,8900,72490,72930,440,0.10681818181818181,161,208
3516,LRN1032_596,358,82820,86390,82813,86399,359.661,198.816,576.856,459.1,15100,1469, I,DH8A, PHL, DEP, CHO,0,359.536,198.922,576.605,459.46,15100,1557,84920,83670,15100, n/a, ZDC,84950,82890,1861,15100,82820,83660,840,0.10833333333333334,117,208
3517,LRN1040_986,282,39830,43460,39826,43468,359.392,198.732,581.001,468.6,12100,266, I,DH8A, PHL, DEP, CHO,0,359.135,198.959,580.784,468.642,12100,381,-1,40910,12100, n/a, ZDC,41850,39880,2500,12100,39830,40910,1080,0.1111111111111111,135,255
3519,LRN1044_75V,260,82070,84660,82065,84668,259.056,116.708,289.756,250.7,16000,3076, I,DH8C, CLT, DEP, EWN,0,258.719,117.143,289.463,250.922,16000,3223,83950,82830,16000, n/a, ZDC,83460,82120,3076,16000,82070,82800,730,0.0273972602739726,152,172
3520,LRN1046_141,300,43370,46360,43369,46365,469.492,351.738,660.462,563.2,16100,138, I,DH8A, PHL, OVR, HVN,0,469.126,351.838,660.023,563.313,16078,256,45120,43920,16000, n/a, ZBW,0,43370,3523,15900,43370,43890,520,0.019230769230769232,166,176
3524,LRN1052_801,141,39370,40770,39366,40775,122.167,93.315,428.767,341.569,10100,4800, I,DH8C, CLT, DEP, ROA,0,122.051,93.608,428.48,342.19,10100,4969,40220,39740,10100, n/a, n/a,0,0,4800,10100,39370,39730,360,0.18888888888888888,140,208
3528,LRN1070_888,149,64930,66410,64924,66417,122.2,93.775,428.403,336.009,10100,4700, I,DH8C, CLT, DEP, ROA,0,122.187,93.995,428.011,336.446,10100,4892,65880,65310,10100, n/a, n/a,0,0,4700,10100,64930,65310,380,0.14736842105263157,164,220
3530,LRN1075_561,263,44250,46870,44249,46875,198.577,92.931,477.562,336.869,16100,2423, I,DH8C, CLT, DEP, CHO,0,198.353,93.269,477.211,337.32,16100,2612,46040,44860,16100, n/a, ZDC,45680,44510,2423,16100,44250,44850,600,0.11,136,202
3532,LRN1078_482,326,38620,41870,38616,41878,371.933,293.734,581.216,418.267,17000,161, I,DH8A, PHL, DEP, PHF,0,371.708,294.03,581.033,418.441,17000,222,40080,39530,17000, n/a, ZDC,40550,39010,1800,17000,38620,39520,900,0.07777777777777778,143,213
3533,LRN1085_168,167,50890,52550,50882,52550,347.378,284.9,579.655,534.616,6000,500, I,DH8A, BWI, ARR, PHL,0,347.168,285.158,579.427,534.896,6000,500,-1,51120,6000, n/a, n/a,0,0,2823,6000,50890,51110,220,0.11818181818181818,130,156
3535,LRN1091_505,326,45410,48660,45406,48667,472.9,351.858,636.662,562.2,12100,216, I,DH8A, PHL, OVR, ISP,0,472.62,351.969,636.402,562.357,12100,340,47340,46020,12100, n/a, ZBW,0,45410,2266,12100,45410,46010,600,0.011666666666666667,165,172
3538,LRN1092_807,202,4020,6030,4019,6035,234.565,118.108,281.474,253.05,16100,2433, I,DH8C, CLT, DEP, OAJ,0,234.26,118.667,281.292,253.271,16100,2650,5230,4600,16000, n/a, ZDC,4840,4020,2433,16000,4020,4570,550,0.04,150,172
3541,LRN1098_442,152,70990,72500,70987,72506,121.9,93.685,429.208,335.877,10100,4446, I,DH8A, CLT, DEP, ROA,0,121.887,93.95,428.827,336.279,10100,4597,71980,71310,10000, n/a, n/a,0,0,4446,10000,70990,71290,300,0.16666666666666666,153,203
3543,LRN1201_48N,125,52460,53700,52451,53708,218.05,147.266,250.5,248.3,12000,2525, I,DH8C, CLT, DEP, ILM,0,217.757,147.706,250.459,248.327,12000,2651,53470,53120,12000, n/a, ZDC,52510,52470,2525,10000,52460,52850,390,0.02564102564102564,155,165
3545,LRN1203_650,267,3970,6630,3969,6632,126.7,76.646,434.054,308.731,9000,1100, I,DH8C, ROA, ARR, CLT,0,126.589,77.112,433.777,308.926,9000,1110,5940,4350,9000, n/a, n/a,0,0,3315,9000,3970,4330,360,0.044444444444444446,165,181
3548,LRN1209_783,175,43370,45110,43369,45119,160.392,94.375,427.962,338.825,12000,3523, I,DH8C, CLT, DEP, LYH,0,160.302,94.803,427.524,339.243,12000,3790,44650,43820,12000, n/a, ZDC,43910,43400,3523,12000,43370,43790,420,0.07857142857142857,152,185
3551,LRN1214_36C,160,59290,61010,59284,61015,171.423,79.392,299.57,277.515,10100,3846, I,DH8C, CLT, DEP, FAY,0,171.052,79.708,299.197,277.741,10100,3947,60560,59710,10100, n/a, n/a,0,0,3846,10100,59290,59710,420,0.02619047619047619,162,173
3553,LRN1217_12A,171,58690,60390,58687,60393,159.131,96.046,425.285,338.009,12076,4646, I,DH8C, CLT, DEP, LYH,0,158.915,96.156,424.939,338.643,12029,4778,59960,59170,12000, n/a, ZDC,59190,58720,4646,12000,58690,59160,470,0.07872340425531915,153,190
3554,LRN1217_531,232,53290,55600,53285,55601,156.596,76.492,426.564,307.7,9000,3276, I,DH8C, LYH, ARR, CLT,0,156.479,76.884,425.82,307.728,9000,3428,55190,53660,9000, n/a, ZDC,55140,54650,3276,9000,53290,53640,350,0.09714285714285714,162,196
3555,LRN1219_408,308,53240,56310,53235,56310,349.159,285.654,576.694,415.1,16000,300, I,DH8A, PHF, ARR, PHL,0,349.122,285.909,576.352,415.242,16000,300,55430,54140,16000, n/a, ZDC,54970,53380,3725,9000,53240,53500,260,0.07692307692307693,148,168
3557,LRN1222_734,309,42690,45770,42690,45779,265.951,62.2,526.5,499.1,17000,650, I,DH8A, DCA, ARR, CRW,0,265.803,62.725,526.039,499.375,17000,778,43920,43260,17000, n/a, ZID,44330,43050,7300,17000,42690,43240,550,0.04727272727272727,203,229
3558,LRN1226_347,279,5350,8130,5350,8137,348.7,291.1,576.9,415.1,14000,200, I,DH8A, PHF, ARR, PHL,0,348.592,291.127,576.408,415.211,14000,203,6960,5880,14000, n/a, ZDC,7160,5370,3000,14000,5350,5860,510,0.060784313725490195,169,200
3559,LRN1228_961,161,47900,49500,47896,49501,124.199,90.442,433.032,333.55,10000,2166, I,DH8C, CLT, DEP, ROA,0,124.061,90.87,432.69,334.068,10000,2421,48810,48440,10000, n/a, n/a,0,0,2166,10000,47900,48440,540,0.20925925925925926,139,252
3560,LRN1230_69W,484,74290,79120,74285,79127,363.8,126.067,580.966,428.3,17100,216, I,DH8A, PHL, DEP, ROA,0,363.446,126.507,580.753,428.367,17100,303,76780,75100,17100, n/a, ZDC,77410,74330,3776,17100,74290,75090,800,0.075,181,241
3561,LRN1230_971,467,66070,70730,66069,70738,348.27,125.2,584.767,433.834,18000,1225, I,DH8A, ROA, ARR, PHL,0,347.948,125.337,584.683,433.951,18000,1259,70050,67050,18000, n/a, ZNY,69970,67470,2923,17875,66070,67000,930,0.035483870967741936,128,161
3562,LRN1234_792,173,6200,7920,6196,7926,160.438,87.131,428.846,328.969,10083,3692, I,DH8C, CLT, DEP, LYH,0,160.294,87.476,428.515,329.455,10040,3908,7420,6540,10000, n/a, ZDC,6710,6380,3692,10000,6200,6510,310,0.267741935483871,146,229
3563,LRN1234_832,281,1510,4310,1504,4317,162.716,76.199,432.988,309.962,9100,900, I,DH8C, LYH, ARR, CLT,0,162.53,76.589,432.686,310.125,9100,900,3500,1810,9100, n/a, ZDC,3380,3040,3700,9100,1510,1810,300,0.06,160,178
3564,LRN1241_177,205,43250,45290,43246,45294,257.896,148.654,288.961,249.8,16100,3133, I,DH8C, CLT, DEP, EWN,0,257.628,149.202,288.649,249.929,16100,3261,45080,44130,16100, n/a, ZDC,44100,43360,3133,16100,43250,44130,880,0.006818181818181818,183,189
3565,LRN1243_232,206,70610,72660,70601,72667,232.287,115.708,277.887,251.958,14000,2538, I,DH8C, CLT, DEP, OAJ,0,232.033,116.048,277.677,252.151,14000,2618,-1,71250,14000, n/a, ZDC,71530,70630,2538,14000,70610,71230,620,0.0532258064516129,147,180
3567,LRN1245_48A,283,74600,77420,74596,77422,197.008,93,475.147,336.483,16100,4392, I,DH8A, CLT, DEP, CHO,0,196.833,93.406,474.798,336.92,16100,4567,76900,75250,16100, n/a, ZDC,76220,74690,4392,16100,74600,75240,640,0.0515625,141,174
3569,LRN1247_937,254,57110,59640,57107,59646,247.296,95.646,344.069,332.852,12100,2675, I,DH8C, CLT, DEP, PGV,0,246.919,95.78,343.974,333.003,12100,2939,58940,57490,12000, n/a, ZDC,57610,57110,2675,12000,57110,57470,360,0.030555555555555555,171,160
3570,LRN1251_409,283,82280,85100,82278,85104,246.121,92.692,352,327.654,12100,2366, I,DH8C, CLT, DEP, PGV,0,245.957,92.948,351.694,327.959,12098,2645,84680,82780,12000, n/a, ZDC,82880,82280,2366,12000,82280,82760,480,0.020833333333333332,146,156
3571,LRN1251_552,239,77350,79730,77348,79738,249.767,75,332.046,306.708,17000,1600, I,DH8C, PGV, ARR, CLT,0,249.724,75.473,331.516,306.794,17000,1604,-1,78240,17000, n/a, ZTL,79730,77870,2550,17000,77350,78210,860,0.10348837209302325,169,258
3572,LRN1256_207,151,80710,82210,80709,82215,122.1,91.167,428.55,333.25,10000,4825, I,DH8C, CLT, DEP, ROA,0,122.094,91.453,428.095,333.706,10000,5056,81730,80980,10000, n/a, n/a,0,0,4825,10000,80710,80960,250,0.12,164,194
3573,LRN1256_750,262,75670,78280,75667,78280,129,74.849,434.875,306.7,9066,1200, I,DH8C, ROA, ARR, CLT,0,128.944,75.284,434.688,306.816,9027,1200,77630,76000,9000, n/a, n/a,0,0,3075,8900,75670,75980,310,0.11290322580645161,157,192
3574,LRN1261_814,381,65440,69240,65434,69244,474.2,351.931,661.772,563.9,16000,261, I,DH8A, PHL, OVR, HVN,0,473.917,352.036,661.421,564.022,16000,411,-1,66210,16000, n/a, ZBW,0,65440,2792,16000,65440,66190,750,0.006666666666666667,138,143
3575,LRN1262_142,275,58670,61410,58662,61413,197.939,93.975,474.373,332.175,16091,3523, I,DH8C, CLT, DEP, CHO,0,197.862,94.167,474.1,332.724,16040,3587,60820,59500,16030, n/a, ZDC,60200,58720,3523,16091,58670,59510,840,0.04047619047619048,160,194
3576,LRN1262_803,360,52390,55980,52389,55986,200.1,76.242,482.9,306.7,9100,600, I,DH8C, CHO, ARR, CLT,0,199.973,76.679,482.738,306.821,9100,606,55270,52770,9000, n/a, ZDC,54380,53650,3425,9000,52390,52750,360,0.1111111111111111,160,200
3577,LRN1265_458,305,52410,55450,52401,55451,360.45,257.577,581.167,436.13,13000,116, I,DH8A, PHL, DEP, RIC,0,360.234,257.829,580.846,436.346,13000,251,-1,52990,13000, n/a, ZDC,54050,52700,4107,13000,52410,52980,570,0.07192982456140351,140,181
3578,LRN1265_843,341,46930,50330,46925,50335,349.259,252.26,577.754,436.4,16000,300, I,DH8A, RIC, ARR, PHL,0,349.191,252.516,577.346,436.41,16000,302,49480,47620,16000, n/a, ZDC,48740,47150,3125,9000,46930,47150,220,0.10454545454545454,149,172
3580,LRN1268_710,197,51120,53080,51119,53086,233.483,126.2,281.379,248.9,16000,2612, I,DH8C, CLT, DEP, OAJ,0,233.054,126.637,280.911,248.977,16000,2925,52220,51750,16000, n/a, ZDC,51890,51120,2612,16000,51120,51730,610,0.02459016393442623,179,194
3581,LRN1274_912,269,12670,15350,12667,15358,128.5,75.15,434.272,310.233,9100,1200, I,DH8C, ROA, ARR, CLT,0,128.356,75.554,433.98,310.37,9050,1202,14700,13100,9000, n/a, n/a,0,0,3275,8900,12670,13080,410,0.0024390243902439024,171,170
3583,LRN1280_42W,277,82290,85050,82290,85054,199,92.792,478.7,331.146,16000,1300, I,DH8C, CLT, DEP, CHO,0,198.833,92.997,478.325,331.752,16000,1592,84460,83020,16000, n/a, ZDC,83850,82440,1300,16000,82290,83000,710,0.10140845070422536,115,187
3584,LRN1281_622,163,44270,45890,44262,45892,232.209,139.723,277.805,251.3,16100,2133, I,DH8C, CLT, DEP, OAJ,0,231.951,140.343,277.604,251.533,16100,2287,45540,44890,16000, n/a, ZDC,44680,44280,2133,16000,44270,44880,610,0.02622950819672131,189,173
3585,LRN1284_113,157,2820,4380,2811,4380,124.27,85.5,433.004,326.9,10000,2124, I,DH8C, CLT, DEP, ROA,0,123.977,86.242,432.562,327.892,10000,2485,3600,3150,10000, n/a, n/a,0,0,2124,10000,2820,3130,310,0.2967741935483871,128,220
3587,LRN1286_070,270,64690,67380,64687,67389,164.162,75.637,436.4,306.7,9100,1000, I,DH8C, LYH, ARR, CLT,0,163.992,76.059,436.192,306.889,9100,1002,66630,64980,9000, n/a, ZDC,66500,65810,3269,9000,64690,64970,280,0.22142857142857142,147,209
3588,LRN1286_728,181,70090,71890,70090,71895,160.1,93.667,427.7,337.55,12000,3400, I,DH8C, CLT, DEP, LYH,0,159.933,93.953,427.308,337.927,12000,3625,71310,70600,12000, n/a, ZDC,70680,70180,3400,12000,70090,70580,490,0.09591836734693877,146,193
3590,LRN1292_502,411,4570,8670,4566,8672,334.8,76.083,478.367,306,21100,3261, I,DH8C, SBY, ARR, CLT,0,334.365,76.54,477.778,306.044,21100,3376,-1,6110,21000, n/a, ZTL,8120,5080,3261,17000,4570,5580,1010,0.10495049504950495,160,266
3594,LRN1297_738,159,76630,78210,76626,78219,122.534,98.108,429.768,343.415,10100,4166, I,DH8A, CLT, DEP, ROA,0,122.359,98.317,429.453,343.779,10054,4309,77710,77040,10030, n/a, n/a,0,0,4166,10100,76630,77050,420,0.16666666666666666,141,211
3595,LRN1513_679,429,6400,10680,6395,10683,350.347,125.136,584.085,433.891,18000,1123, I,DH8A, ROA, ARR, PHL,0,350.068,125.436,583.972,434.111,18000,1210,10140,7610,18000, n/a, ZNY,9900,7760,1415,5900,6400,6720,320,0.30625,108,206
3597,LRN1518_484,262,6370,8980,6370,8983,257.192,74.3,310.3,293.248,15000,2200, I,DH8C, EWN, ARR, CLT,0,256.484,74.75,310.143,293.574,15000,2200,-1,7240,15000, n/a, ZTL,7980,6900,2400,15000,6370,7220,850,0.0976470588235294,154,237
3600,LRN1538_979,156,51730,53280,51729,53285,122.283,93.1,429.058,331.492,10100,4916, I,DH8C, CLT, DEP, ROA,0,122.143,93.116,428.638,332.015,10100,5103,52730,52020,10100, n/a, n/a,0,0,4916,10000,51730,51990,260,0.2153846153846154,148,204
3602,LRN1560_710,137,85030,86390,85029,86398,472.075,430.099,642.592,592.4,12000,2733, I,DH8A, PHL, OVR, ISP,0,471.618,430.453,642.352,592.667,12000,3073,-1,85640,12000, n/a, ZBW,0,85030,2733,8000,85030,85230,200,0.36,132,204
3603,LRN1568_246,269,73320,76000,73315,76003,260.328,118.025,290.114,252.042,16000,3183, I,DH8C, CLT, DEP, EWN,0,260.028,118.516,290.042,252.187,16000,3319,75130,74170,16000, n/a, ZDC,74800,73420,3183,16000,73320,74150,830,0.021686746987951807,142,160
3604,LRN1568_504,240,66500,68890,66492,68895,256.242,75.635,307.277,295.242,15000,2200, I,DH8C, EWN, ARR, CLT,0,255.535,76.064,307.209,295.307,15000,2200,-1,67490,15000, n/a, ZTL,67940,67020,2846,7000,66500,66710,210,0.12380952380952381,173,199
3606,LRN1571_761,308,51310,54380,51305,54380,349,298.533,577.61,398.308,16000,200, I,DH8A, ORF, ARR, PHL,0,348.967,298.826,577.26,398.59,16000,200,53300,52060,16000, n/a, ZDC,53020,51350,3153,9000,51310,51580,270,0.14814814814814814,144,184
3607,LRN1575_412,521,65970,71170,65970,71174,363.485,61.7,581.278,466.117,19083,130, I,DH8A, PHL, OVR, CRW,0,363.193,62.642,581.033,466.308,19030,234,69060,66880,19000, n/a, ZID,69580,66250,7800,17784,65970,66690,720,0.0625,219,264
3608,LRN1581_458,458,43270,47840,43270,47846,336.7,92.746,481.9,333.717,16100,4400, I,DH8C, CLT, DEP, SBY,0,336.4,92.847,481.542,334.3,16100,4600,46460,43910,16000, n/a, ZDC,46630,43270,4400,16000,43270,43890,620,0.03064516129032258,153,172
3610,LRN1588_32Y,168,81970,83770,81966,83771,168.333,79.6,307.351,274.217,10100,3466, I,DH8C, CLT, DEP, FAY,0,167.994,79.878,306.868,274.481,10100,3593,83360,82390,10100, n/a, n/a,0,0,3466,10100,81970,82390,420,0.06428571428571428,144,171
3612,LRN5631_918,455,61520,66060,61513,66069,361.6,128.489,580.975,428,17100,175, I,DH8A, PHL, DEP, ROA,0,361.489,128.853,580.766,428.133,17100,271,64050,62860,17000, n/a, ZDC,64710,61580,5075,15000,61520,61950,430,0.18372093023255814,170,249
3614,LRN5637_097,89,45220,46100,45219,46103,278.566,240.575,602.669,590.35,16000,3816, I,DH8A, HTS, OVR, MDT,0,278.263,241.083,602.556,590.498,16000,3977,-1,45870,16000, n/a, ZNY,0,45220,3816,16000,45220,45850,630,0.09206349206349207,108,166
3616,LVE416_263,691,62590,69490,62584,69493,431.748,45.262,637.448,522.123,18200,4550, G,SW3, EVV, OVR, FRG,0,431.424,45.827,637.039,522.168,18182,5005,-1,64040,18000, n/a, ZNY,68290,65510,4550,11000,62590,62790,200,0.025,165,160
3618,LXS280_985,139,7250,8630,7241,8635,250.858,244.6,641.241,529.514,20000,3946, G,DH8D, CYTZ, UNK, IAD,0,250.835,244.65,640.538,529.919,20000,4287,-1,7640,16000, n/a, ZDC,7700,7580,3946,16000,7250,7620,370,0.2756756756756757,183,285
3620,LXS287_61P,161,51410,53010,51406,53011,248.3,233.317,629.233,528.265,24100,3566, G,DH8D, CYTZ, UNK, IAD,0,248.21,233.451,628.601,528.751,24033,4114,-1,52080,24000, n/a, ZDC,51800,51480,3566,6900,51410,51480,70,0.5428571428571428,180,218
3621,M3046_411,217,64220,66380,64214,66381,287.923,252.8,529.192,415.492,14000,707, L,GLF5, ADW, INR, PHF,0,287.512,253.023,528.953,415.709,14000,814,-1,64560,14000, n/a, ZDC,64800,64410,3046,8000,64220,64340,120,0.31666666666666665,190,228
3622,M3046_642,120,56960,58150,56957,58152,185,149.232,343.069,215.299,22000,2138, L,GLF5, CHS, DEP, RDU,0,184.802,149.82,342.486,216.266,22000,2717,58130,57390,22000, n/a, ZDC,57590,56960,2138,6300,56960,57020,60,0.55,202,235
3623,M3046_643,328,60260,63530,60256,63530,299.9,137.165,425.767,180.832,29000,300, L,GLF5, PHF, ARR, CHS,0,299.644,137.993,425.311,181.331,29000,300,-1,60510,29000, n/a, ZJX,62160,60610,19600,29000,60260,60480,220,0.18181818181818182,386,426
3626,M3511_64F,319,65030,68210,65024,68211,280.461,19.348,592.354,516.4,29000,707, L,GLF5, ADW, ARR, LCK,0,280.369,20.291,592.132,516.557,29000,814,66020,65350,29000, n/a, ZOB,66210,65630,19600,23000,65030,65120,90,0.35555555555555557,409,441
3628,M37673_63V,193,74590,76510,74584,76513,206.6,156.2,606.203,478.8,15000,500, L,C560, CHO, ARR, LBE,0,206.246,156.398,605.773,479.093,15000,501,75520,74850,15000, n/a, ZOB,75550,74990,5350,15000,74590,74820,230,0.5739130434782609,207,339
3631,M73796_740,248,65600,68070,65596,68073,274.099,75.15,529.95,510.831,22000,5866, L,C560, CRW, DEP, ADW,0,273.709,75.786,529.696,511.01,22000,6266,67860,65970,22000, n/a, ZDC,67430,65770,5866,22000,65600,65950,350,0.2057142857142857,208,280
3632,M73798_10W,338,69220,72590,69219,72592,283.039,110.591,525.966,319.525,27000,733, L,C560, ADW, ARR, JQF,0,282.795,111.458,525.868,319.766,27000,849,-1,69600,27000, n/a, ZTL,70750,69260,14341,27000,69220,69570,350,0.16,328,384
3633,M73798_32Y,30,68910,69200,68907,69206,108.9,87.215,318.95,312.617,14050,3569, L,C560, ADW, ARR, JQF,0,108.214,87.741,318.755,312.79,13996,3869,-1,69200,14050, n/a, ZDC,0,68910,3569,14050,68910,69200,290,0.30689655172413793,232,321
3634,M73798_880,275,47200,49940,47198,49949,275.2,51.375,516.993,355.35,34000,2123, L,C560, AVL, DEP, ADW,0,275.063,51.931,516.45,355.738,34000,2707,49340,48370,34000, n/a, ZDC,49140,47460,2123,30000,47200,47990,790,0.2481012658227848,194,390
3638,MBP670_269,149,43360,44970,43357,44970,147.63,89.7,414.3,286.239,40100,6884, L,LJ35, TOL, DEP, MEB,0,147.385,90.117,413.433,286.778,40078,7563,-1,44310,40000, n/a, ZDC,43770,43360,6884,40000,43360,44300,940,0.07340425531914893,253,322
3639,MBP670_633,33,35810,36130,35805,36131,44.775,11.116,286.8,285.3,19100,11491, L,LJ35, MEB, ARR, GYH,0,43.562,11.81,286.769,285.327,19100,11936,-1,36010,19000, n/a, ZTL,0,35810,11491,19000,35810,35980,170,0.3588235294117647,274,335
3642,MBW63_04C,342,60500,63910,60492,63916,409.485,313.632,403.9,335.132,27900,1600, I,F18, NTU, INR, NTU,0,409.21,314.285,403.778,335.681,27900,1656,60850,60730,17000, n/a, n/a,0,0,4430,17060,60500,60690,190,0.7421052631578947,318,459
3645,MDI162_848,199,47990,49970,47983,49974,296.792,150.316,405.342,217.231,30000,4225, L,C17, CHS, DEP, NGU,0,296.478,150.95,405.291,218.138,30000,4831,49580,48690,30000, n/a, ZDC,49250,48220,4225,30000,47990,48670,680,0.3779411764705882,223,480
3648,MDI185_566,363,26170,29790,26166,29799,338.8,115.15,537.42,213.025,34000,2533, L,C17, SVN, DEP, DOV,0,338.755,115.597,536.984,213.639,34000,2681,29550,27180,34000, n/a, ZDC,28720,26220,2533,34000,26170,27160,990,0.2292929292929293,189,416
3649,MDI206_483,126,74960,76210,74957,76215,463.3,346.705,601.031,535.408,29561,2246, L,C17, ETAR, UNK, DOV,0,462.2,347.372,600.367,535.659,29497,2489,-1,76210,29561, n/a, ZDC,75340,74990,2246,17000,74960,75400,440,0.275,243,364
3651,MDI213_094,269,8180,10860,8174,10869,516.446,260,418.962,289.804,32500,3484, L,C17, LEMO, UNK, NKT,0,515.584,260.237,418.339,290.06,32443,3810,-1,10860,32500, n/a, ZDC,9410,8200,3484,28800,8180,9580,1400,0.21785714285714286,196,501
3653,MDI340_119,185,1050,3020,1043,3023,250.539,49,549.075,535.7,36000,28415, L,C17, SUU, DEP, DOV,0,250.316,49.959,549.03,535.871,36000,28552,-1,1370,34000, n/a, ZDC,2120,1050,28415,34000,1050,1350,300,0.15,409,364
3654,MDI408_531,306,49510,52560,49501,52563,336.614,54.35,558.85,534.6,36000,2884, L,C17, LSV, DEP, DOV,0,336.17,55.061,558.416,534.645,36000,3252,-1,50760,32000, n/a, ZDC,51810,49620,2884,6000,49510,49590,80,0.25,210,230
3655,MDI410_475,81,67740,68540,67737,68546,170.855,151.198,302.974,218.398,22000,3515, L,C17, CHS, DEP, POB,0,170.585,151.643,302.286,219.105,22000,4090,68300,68180,22000, n/a, ZDC,68020,67770,3515,22000,67740,68160,420,0.4380952380952381,240,424
3660,MDI634_486,98,20050,21490,20043,21492,434.967,341.744,649,537.95,27483,2716, L,C17, ETAD, UNK, DOV,0,434.32,342.294,648.045,538.131,27416,2825,-1,21490,27483, n/a, ZDC,20280,20110,2716,25400,20050,21240,1190,0.1588235294117647,239,428
3661,MDI634_903,51,20300,20800,20297,20804,391.366,359.35,580.3,541.175,19133,9375, L,C17, ETAD, UNK, DOV,0,390.899,359.795,579.491,541.724,18988,9554,-1,20800,19133, n/a, ZNY,0,20300,9375,17900,20300,20720,420,0.26904761904761904,275,388
3662,MDI6725_664,215,59180,61320,59173,61326,294.654,221.9,405.054,140.25,36000,2375, L,DC10, MUGM, UNK, NGU,0,294.442,222.151,404.593,141.837,36000,2523,-1,60270,36000, n/a, ZDC,60750,59300,2375,36000,59180,60250,1070,0.25514018691588786,233,506
3664,MDI762_168,424,42280,46510,42271,46514,474.666,168.708,635.033,305.215,31000,1838, L,C17, ETAR, UNK, POB,0,473.933,168.754,634.241,305.624,31000,1954,-1,43700,31000, n/a, ZDC,45650,42290,1838,17975,42280,42850,570,0.23333333333333334,180,313
3670,MDI911_979,168,83540,85210,83535,85215,503.533,300.708,410.158,404.5,34000,2583, L,C17, LERT, UNK, NGU,0,502.411,301.36,410.074,404.513,34000,2788,-1,84970,34000, n/a, ZDC,0,83540,2583,34000,83540,84960,1420,0.17253521126760563,250,495
3673,MHD698_303,368,39130,42800,39124,42801,396.603,36.7,635.651,356.183,34000,8650, L,FA20, AUO, OVR, TEB,0,396.078,37.672,635.455,357.022,34000,9196,-1,40200,34000, n/a, ZNY,42010,39960,8650,34000,39130,40190,1060,0.14433962264150943,243,396
3674,MLB076_83T,275,73310,76050,73302,76053,266.132,14.6,597.2,517.4,27000,723, L,E170, DCA, ARR, CMH,0,265.866,15.358,597.119,517.8,27000,810,74360,73830,27000, n/a, ZOB,74730,74230,16266,20100,73310,73440,130,0.15384615384615385,362,382
3675,MLB1022_212,180,75200,76990,75194,76999,381.183,273.947,603.586,516.548,11000,5000, G,DH8D, EWR, DEP, DCA,0,381.078,274.412,603,516.889,11000,5325,76320,75390,11000, n/a, n/a,0,0,5000,11000,75200,75380,180,0.14444444444444443,228,254
3677,MLB1050_893,364,7150,10780,7142,10782,380.517,181.933,599.7,349.8,19000,4133, G,DH8D, EWR, DEP, RDU,0,380.02,182.217,599.006,350.092,19000,4306,9490,7930,19000, n/a, ZDC,9080,7180,4133,17784,7150,7750,600,0.24,188,332
3678,MLB1053_802,376,78070,81820,78069,81829,383,173.9,600.347,346.058,21000,5050, G,DH8D, EWR, DEP, RDU,0,382.751,173.922,599.925,346.619,21000,5495,-1,78700,21000, n/a, ZDC,80160,78110,5050,21000,78070,78680,610,0.12786885245901639,211,289
3679,MLB1100_901,420,75800,79990,75791,79999,350.175,132.154,576.759,200.062,34000,3746, L,E170, JAX, OVR, PHL,0,349.911,132.594,576.252,200.734,34000,4047,-1,77090,34000, n/a, ZDC,79100,75850,3746,16000,75800,76130,330,0.36666666666666664,225,346
